date,keyword,spend,impression,click,ctr
2026-01-17,임플란트치아보험,598.4,16,2,0.125
2026-01-17,입원비보장보험,13404.6,6,2,0.333333333
2026-01-17,입원비보험,6045.6,63,2,0.031746032
2026-01-17,진단금보험,24148.3,14,3,0.214285714
2026-01-17,치과보험,140871.5,348,21,0.060344828
2026-01-17,치과보험비교,2504.7,5,1,0.2
2026-01-17,치과보험비교사이트,10792.1,1,1,1
2026-01-17,치과보험임플란트,2156,3,1,0.333333333
2026-01-17,치과보험추천,10413.7,9,1,0.111111111
2026-01-17,치아보험,234423.2,644,20,0.031055901
2026-01-17,치아보험가격,8732.9,78,2,0.025641026
2026-01-17,치아보험비교,15515.5,8,1,0.125
2026-01-17,치아보험임플란트,1491.6,37,1,0.027027027
2026-01-17,치아보험추천,14337.4,45,1,0.022222222
2026-01-17,크라운치아보험,5825.6,2,1,0.5
2026-01-17,홈쇼핑암보험,12985.5,2,1,0.5
2026-01-18,가입첫날부터보장되는암보험,13522.3,6,1,0.166666667
2026-01-18,간병보험,33002.2,137,6,0.04379562
2026-01-18,간병보험비교사이트,16980.7,8,2,0.25
2026-01-18,간병비,1334.3,101,2,0.01980198
2026-01-18,간병비보험,33019.8,236,7,0.029661017
2026-01-18,간병비보험가격,6552.7,14,2,0.142857143
2026-01-18,간병비보험추천,41021.2,22,7,0.318181818
2026-01-18,간병인보험,119992.4,246,22,0.089430894
2026-01-18,간병인보험가격,30515.1,44,3,0.068181818
2026-01-18,간병인보험추천,10198.1,37,1,0.027027027
2026-01-18,건강보험,21786.6,161,9,0.055900621
2026-01-18,건강보험상품,3201,2,1,0.5
2026-01-18,고혈압진단비,7436,6,1,0.166666667
2026-01-18,뇌혈관질환보험,13578.4,7,2,0.285714286
2026-01-18,당뇨보험,5681.5,27,1,0.037037037
2026-01-18,대장용종제거수술보험,1360.7,4,1,0.25
2026-01-18,라이나,83221.6,48,12,0.25
2026-01-18,라이나간병보험,5154.6,2,1,0.5
2026-01-18,라이나더건강한치아보험,3428.7,6,1,0.166666667
2026-01-18,라이나보험,25300,14,3,0.214285714
2026-01-18,라이나생명,336162.2,455,52,0.114285714
2026-01-18,라이나생명간병인보험,1988.8,2,1,0.5
2026-01-18,라이나생명보험,34298,30,4,0.133333333
2026-01-18,라이나생명암보험,16414.2,6,2,0.333333333
2026-01-18,라이나생명첫날부터암보험,9650.3,2,1,0.5
2026-01-18,라이나생명치아보험,19707.6,18,2,0.111111111
2026-01-18,라이나손해보험,56306.8,102,16,0.156862745
2026-01-18,라이나수술비보험,13679.6,10,1,0.1
2026-01-18,라이나암보험,7475.6,7,1,0.142857143
2026-01-18,라이나첫날부터암보험,17930,6,2,0.333333333
2026-01-18,라이나치과보험,11121,4,1,0.25
2026-01-18,라이나치아보험,213120.6,73,17,0.232876712
2026-01-18,라이나치아보험조회,8177.4,2,1,0.5
2026-01-18,메디컬보험,6845.3,97,1,0.010309278
2026-01-18,무배당the건강한치아보험v갱신형,12140.7,4,1,0.25
2026-01-18,바로보장암보험,31221.3,6,3,0.5
2026-01-18,백내장보험,3338.5,26,2,0.076923077
2026-01-18,백내장수술보험,1752.3,29,1,0.034482759
2026-01-18,수술보험,17954.2,108,17,0.157407407
2026-01-18,암보험,277302.3,851,18,0.021151586
2026-01-18,암보험비교,27450.5,10,1,0.1
2026-01-18,암보험비교사이트,7454.7,9,1,0.111111111
2026-01-18,어린이치아교정보험,14247.2,49,2,0.040816327
2026-01-18,유병자보험추천,116435,237,3,0.012658228
2026-01-18,의료비보험,26581.5,190,2,0.010526316
2026-01-18,인레이보험,6399.8,6,2,0.333333333
2026-01-18,임플란트보험,55522.5,245,21,0.085714286
2026-01-18,임플란트치아보험,8624,21,6,0.285714286
2026-01-18,입원비보험,8351.2,68,1,0.014705882
2026-01-18,질병수술보험,1018.6,7,1,0.142857143
2026-01-18,질병수술비보험추천,5385.6,2,1,0.5
2026-01-18,첫날부터입원비보험,10638.1,2,1,0.5
2026-01-18,치과보험,98679.9,226,18,0.079646018
2026-01-18,치과보험임플란트,1876.6,5,1,0.2
2026-01-18,치아보험,149199.6,515,17,0.033009709
2026-01-18,치아보험가격,9857.1,55,4,0.072727273
2026-01-18,치아보험임플란트,21608.4,32,6,0.1875
2026-01-18,치아보험추천,88207.9,35,6,0.171428571
2026-01-19,가입첫날부터보장되는암보험,28767.2,21,4,0.19047619
2026-01-19,간병보험,19405.1,105,4,0.038095238
2026-01-19,간병보험비교사이트,19131.2,18,4,0.222222222
2026-01-19,간병비,1662.1,147,1,0.006802721
2026-01-19,간병비보험,48165.7,379,9,0.023746702
2026-01-19,간병비보험가격,28729.8,9,4,0.444444444
2026-01-19,간병비보험추천,17769.4,36,2,0.055555556
2026-01-19,간병인보험,78890.9,279,15,0.053763441
2026-01-19,간병인보험가격,15385.7,46,3,0.065217391
2026-01-19,간병인보험추천,10615,52,2,0.038461538
2026-01-19,간병인보험필요한가,2684,71,1,0.014084507
2026-01-19,건강보험,16375.7,193,4,0.020725389
2026-01-19,골라담는간편건강보험,2303.4,1,2,2
2026-01-19,대장암보험,2083.4,3,1,0.333333333
2026-01-19,라니아생명,1593.9,2,1,0.5
2026-01-19,라이나,51802.3,68,15,0.220588235
2026-01-19,라이나간병보험,5456,6,1,0.166666667
2026-01-19,라이나간병인보험,11613.8,11,3,0.272727273
2026-01-19,라이나더건강한치아보험,9730.6,14,2,0.142857143
2026-01-19,라이나무배당,3094.3,2,1,0.5
2026-01-19,라이나무배당the건강한치아보험,1545.5,1,1,1
2026-01-19,라이나무배당치아보험,4547.4,6,1,0.166666667
2026-01-19,라이나보험,43892.2,24,7,0.291666667
2026-01-19,라이나생,8219.2,2,1,0.5
2026-01-19,라이나생명,727021.9,668,218,0.326347305
2026-01-19,라이나생명간병인보험,20430.3,12,3,0.25
2026-01-19,라이나생명보험,39144.6,31,10,0.322580645
2026-01-19,라이나생명어린이치아보험,2599.3,22,1,0.045454545
2026-01-19,라이나생명첫날부터암보험,23928.3,4,2,0.5
2026-01-19,라이나생명치과,1300.2,7,1,0.142857143
2026-01-19,라이나생명치과보험,16947.7,6,3,0.5
2026-01-19,라이나생명치아보험,65795.4,42,17,0.404761905
2026-01-19,라이나생명치아보험료,3335.2,7,2,0.285714286
2026-01-19,라이나손해보험,125526.5,179,30,0.167597765
2026-01-19,라이나수술비보험,11020.9,20,4,0.2
2026-01-19,라이나암보험,41787.9,24,5,0.208333333
2026-01-19,라이나어린이치아보험,4327.4,5,1,0.2
2026-01-19,라이나치과,3152.6,1,1,1
2026-01-19,라이나치과보험,72652.8,25,11,0.44
2026-01-19,라이나치아보험,305521.7,109,52,0.47706422
2026-01-19,라이나치아보험전화,1161.6,3,1,0.333333333
2026-01-19,라이나치아보험홈페이지,1467.4,3,1,0.333333333
2026-01-19,라이나퍼펙트케어암보험,207478.7,255,43,0.168627451
2026-01-19,메디컬보험,67816.1,132,9,0.068181818
2026-01-19,무배당the건강한치아보험,7400.8,7,1,0.142857143
2026-01-19,무배당the건강한치아보험v,15843.3,14,3,0.214285714
2026-01-19,무배당the건강한치아보험갱신형,3275.8,2,1,0.5
2026-01-19,무배당더건강한치아보험,2101,2,1,0.5
2026-01-19,백내장보험,1245.2,19,1,0.052631579
2026-01-19,백내장수술보험,5127.1,26,1,0.038461538
2026-01-19,수술보험,1380.5,128,2,0.015625
2026-01-19,수술비보험추천,30112.5,19,2,0.105263158
2026-01-19,실버암,6113.8,2,1,0.5
2026-01-19,암보험,320028.5,1166,22,0.018867925
2026-01-19,암보험라이나,12240.8,29,2,0.068965517
2026-01-19,암보험추천,74108.1,81,4,0.049382716
2026-01-19,암진단금보험,30495.3,5,1,0.2
2026-01-19,암진단비1억,25757.6,6,1,0.166666667
2026-01-19,어린이치아교정보험,38424.1,134,8,0.059701493
2026-01-19,유병자보험추천,55759,189,3,0.015873016
2026-01-19,유병자암보험,18442.6,4,2,0.5
2026-01-19,의료비보험,35454.1,200,4,0.02
2026-01-19,임플란트보험,12948.1,136,6,0.044117647
2026-01-19,임플란트치아보험,3407.8,14,3,0.214285714
2026-01-19,입원비보험,12175.9,78,2,0.025641026
2026-01-19,진단금보험,19279.7,21,2,0.095238095
2026-01-19,첫날부터암보험,41978.2,27,4,0.148148148
2026-01-19,치과보험,65600.7,215,12,0.055813953
2026-01-19,치과보험비교,2756.6,7,3,0.428571429
2026-01-19,치과보험임플란트,2026.2,1,1,1
2026-01-19,치과보험추천,8701,14,1,0.071428571
2026-01-19,치아보험,237967.4,543,36,0.066298343
2026-01-19,치아보험가격,52935.3,37,7,0.189189189
2026-01-19,치아보험라이나,10033.1,2,1,0.5
2026-01-19,치아보험임플란트,2790.7,35,4,0.114285714
2026-01-19,치아보험추천,63756,42,4,0.095238095
2026-01-20,80세간병인보험,4125,2,1,0.5
2026-01-20,80세보험가입,4191,33,2,0.060606061
2026-01-20,간병보험,24775.3,106,5,0.047169811
2026-01-20,간병보험비교사이트,6928.9,15,1,0.066666667
2026-01-20,간병보험추천,3135,29,1,0.034482759
2026-01-20,간병비,1345.3,133,1,0.007518797
2026-01-20,간병비보험,147343.9,362,22,0.060773481
2026-01-20,간병비보험가격,8990.3,8,2,0.25
2026-01-20,간병비보험추천,14917.1,38,2,0.052631579
2026-01-20,간병인보험,56509.2,277,9,0.032490975
2026-01-20,간병인보험가격,12380.5,35,3,0.085714286
2026-01-20,간병인보험비교,8655.9,17,1,0.058823529
2026-01-20,갑상선암보험,34674.2,10,1,0.1
2026-01-20,건강보험,28024.7,169,6,0.035502959
2026-01-20,뇌혈관질환보험,1023,5,1,0.2
2026-01-20,대장암보험,8558,6,1,0.166666667
2026-01-20,라이나,26901.6,75,7,0.093333333
2026-01-20,라이나간병,3295.6,12,3,0.25
2026-01-20,라이나간병인보험,34068.1,30,7,0.233333333
2026-01-20,라이나더건강한치아보험,8549.2,31,2,0.064516129
2026-01-20,라이나보험,18542.7,29,4,0.137931034
2026-01-20,라이나생,4855.4,2,1,0.5
2026-01-20,라이나생명,544019.3,745,143,0.191946309
2026-01-20,라이나생명보험,49820.1,38,13,0.342105263
2026-01-20,라이나생명암보험,33656.7,20,4,0.2
2026-01-20,라이나생명어린이치아보험,3716.9,18,3,0.166666667
2026-01-20,라이나생명치과,2854.5,13,2,0.153846154
2026-01-20,라이나생명치과보험,4467.1,2,2,1
2026-01-20,라이나생명치아보험,135441.9,66,24,0.363636364
2026-01-20,라이나생명치아보험료,3771.9,7,2,0.285714286
2026-01-20,라이나손해보험,137071,216,36,0.166666667
2026-01-20,라이나수술비보험,2602.6,13,2,0.153846154
2026-01-20,라이나실비보험,18181.9,5,1,0.2
2026-01-20,라이나첫날부터암보험,13415.6,8,3,0.375
2026-01-20,라이나치과,10785.5,3,3,1
2026-01-20,라이나치과보험,23684.1,13,7,0.538461538
2026-01-20,라이나치아보험,322810.4,111,53,0.477477477
2026-01-20,라이나치아보험가격,14256,2,2,1
2026-01-20,라이나퍼펙트케어암보험,399715.8,431,87,0.201856148
2026-01-20,면책기간없는암보험,8352.3,11,1,0.090909091
2026-01-20,면책기간없는치아보험,5941.1,1,1,1
2026-01-20,바로보장암보험,9245.5,19,1,0.052631579
2026-01-20,백내장보험,28493.3,113,45,0.398230088
2026-01-20,백내장수술보험,19063,75,27,0.36
2026-01-20,비갱신암보험,16523.1,4,1,0.25
2026-01-20,수술보험,106762.7,436,159,0.364678899
2026-01-20,수술비보험,2315.5,39,1,0.025641026
2026-01-20,실비보험,22596.2,253,1,0.003952569
2026-01-20,암보험,577035.8,1193,32,0.026823135
2026-01-20,암보험가입,30255.5,11,1,0.090909091
2026-01-20,암보험라이나,6516.4,15,2,0.133333333
2026-01-20,암보험비교,29865,8,1,0.125
2026-01-20,암보험추천,212655.3,123,10,0.081300813
2026-01-20,암진단비1억,1.1,5,1,0.2
2026-01-20,암진단비1억보험료,4886.2,12,1,0.083333333
2026-01-20,어린이치아교정보험,38859.7,94,8,0.085106383
2026-01-20,어린이치아보험,15224,14,1,0.071428571
2026-01-20,어린이치아보험추천,7395.3,6,1,0.166666667
2026-01-20,유병자보험추천,60165.6,160,3,0.01875
2026-01-20,의료비보험,66732.6,121,7,0.05785124
2026-01-20,임플란트보험,5835.5,134,3,0.02238806
2026-01-20,임플란트치아보험,845.9,11,1,0.090909091
2026-01-20,입원보험,10780,27,1,0.037037037
2026-01-20,입원비보험,13091.1,82,2,0.024390244
2026-01-20,입원일당보험,18076.3,11,1,0.090909091
2026-01-20,중입자치료보험,12380.5,17,1,0.058823529
2026-01-20,첫날부터암보험,23267.2,22,3,0.136363636
2026-01-20,치과보험,55676.5,224,12,0.053571429
2026-01-20,치과보험가격,4453.9,5,1,0.2
2026-01-20,치아보험,369177.6,566,43,0.075971731
2026-01-20,치아보험가격,24588.3,47,4,0.085106383
2026-01-20,치아보험면책기간,8329.2,6,1,0.166666667
2026-01-20,치아보험비교,14899.5,14,1,0.071428571
2026-01-20,치아보험추천,11292.6,29,1,0.034482759
2026-01-21,40대건강보험,4248.2,11,1,0.090909091
2026-01-21,60대실비보험료평균,8914.4,6,1,0.166666667
2026-01-21,80세보험가입,6787,49,2,0.040816327
2026-01-21,가입첫날부터보장되는암보험,19127.9,13,2,0.153846154
2026-01-21,가족간병인보험,8157.6,6,1,0.166666667
2026-01-21,간병보험,45522.4,146,10,0.068493151
2026-01-21,간병보험비교,10004.5,12,1,0.083333333
2026-01-21,간병비,15106.3,98,1,0.010204082
2026-01-21,간병비보험,192077.6,488,30,0.06147541
2026-01-21,간병비보험가격,5299.8,18,1,0.055555556
2026-01-21,간병비보험추천,17206.2,43,2,0.046511628
2026-01-21,간병인보험,128980.5,350,17,0.048571429
2026-01-21,간병인보험가격,1576.3,37,1,0.027027027
2026-01-21,간병인보험비교,15667.3,19,2,0.105263158
2026-01-21,간병인보험비용,4625.5,3,1,0.333333333
2026-01-21,간병인보험추천,74351.2,110,8,0.072727273
2026-01-21,간편보험,6741.9,4,1,0.25
2026-01-21,건강보험,16912.5,186,7,0.037634409
2026-01-21,건강보험료계산,10016.6,36,2,0.055555556
2026-01-21,골절보험,3738.9,10,1,0.1
2026-01-21,노인장기요양보험,4382.4,91,1,0.010989011
2026-01-21,당뇨보험,20528.2,32,1,0.03125
2026-01-21,라니아생명,1901.9,1,1,1
2026-01-21,라이나,44391.6,68,12,0.176470588
2026-01-21,라이나간병보험,4990.7,6,1,0.166666667
2026-01-21,라이나간병인보험,17558.2,26,4,0.153846154
2026-01-21,라이나더건강한치아보험,16832.2,20,3,0.15
2026-01-21,라이나무배당치아보험,3166.9,7,2,0.285714286
2026-01-21,라이나보험,32902.1,24,7,0.291666667
2026-01-21,라이나생명,449788.9,509,135,0.265225933
2026-01-21,라이나생명간병보험,5091.9,8,1,0.125
2026-01-21,라이나생명간병인보험,1961.3,8,1,0.125
2026-01-21,라이나생명보험,37096.4,22,8,0.363636364
2026-01-21,라이나생명암보험,13721.4,13,2,0.153846154
2026-01-21,라이나생명암진단비,46369.4,13,5,0.384615385
2026-01-21,라이나생명어린이치아보험,7594.4,11,2,0.181818182
2026-01-21,라이나생명치과,1527.9,16,1,0.0625
2026-01-21,라이나생명치과보험,3941.3,3,1,0.333333333
2026-01-21,라이나생명치아보험,114583.7,45,20,0.444444444
2026-01-21,라이나손해보험,133108.8,133,32,0.240601504
2026-01-21,라이나수술비보험,15114,25,2,0.08
2026-01-21,라이나실비보험,2174.7,13,1,0.076923077
2026-01-21,라이나암보험,100768.8,28,8,0.285714286
2026-01-21,라이나어린이치아보험,4198.7,3,1,0.333333333
2026-01-21,라이나첫날부터암보험,33289.3,14,6,0.428571429
2026-01-21,라이나치과,3736.7,2,1,0.5
2026-01-21,라이나치과보험,39694.6,17,9,0.529411765
2026-01-21,라이나치아보험,153478.6,86,29,0.337209302
2026-01-21,라이나치아보험약관,2308.9,1,1,1
2026-01-21,라이나치아보험전화,1745.7,3,1,0.333333333
2026-01-21,라이나퍼펙트케어암보험,239510.7,248,44,0.177419355
2026-01-21,메디칼건강보험,6966.3,8,2,0.25
2026-01-21,메디컬보험,9422.6,136,2,0.014705882
2026-01-21,무배당the건강한치아보험v,1820.5,11,1,0.090909091
2026-01-21,무배당the건강한치아보험v갱신형,10994.5,2,1,0.5
2026-01-21,무배당더건강한치아보험,2267.1,2,1,0.5
2026-01-21,바로보장암보험,27435.1,11,3,0.272727273
2026-01-21,백내장보험,36724.6,101,39,0.386138614
2026-01-21,백내장수술보험,36366,112,51,0.455357143
2026-01-21,비갱신암보험,5816.8,16,1,0.0625
2026-01-21,상해수술비보험,4471.5,5,1,0.2
2026-01-21,수술보험,103203.1,369,129,0.349593496
2026-01-21,수술비보험,17132.5,53,2,0.037735849
2026-01-21,순수보장형암보험,20574.4,2,1,0.5
2026-01-21,실버암보험,11249.7,2,2,1
2026-01-21,실비보험,99916.3,325,5,0.015384615
2026-01-21,암뇌심보험,35657.6,10,1,0.1
2026-01-21,암보장,3312.1,6,1,0.166666667
2026-01-21,암보험,489743.1,1122,21,0.018716578
2026-01-21,암보험가격,20826.3,10,2,0.2
2026-01-21,암보험가입,65010,38,4,0.105263158
2026-01-21,암보험라이나,16320.7,16,2,0.125
2026-01-21,암보험추천,145438.7,167,9,0.053892216
2026-01-21,암보험평균가격,2963.4,14,1,0.071428571
2026-01-21,암진단보험,13594.9,1,1,1
2026-01-21,암진단비1억보험료,12524.6,2,1,0.5
2026-01-21,어린이치아교정보험,72030.2,94,5,0.053191489
2026-01-21,여성암보험,23755.6,23,2,0.086956522
2026-01-21,요양보험,1705,115,1,0.008695652
2026-01-21,유병자보험추천,26237.2,218,1,0.004587156
2026-01-21,임플란트보험,11047.3,98,7,0.071428571
2026-01-21,임플란트치아보험,1921.7,17,5,0.294117647
2026-01-21,입원비보험,13876.5,111,3,0.027027027
2026-01-21,중입자치료보험,6336,19,1,0.052631579
2026-01-21,진단금보험,4708,17,1,0.058823529
2026-01-21,첫날부터암보험,65365.3,16,6,0.375
2026-01-21,첫날부터입원비보험,15536.4,2,1,0.5
2026-01-21,치과보험,110514.8,178,15,0.084269663
2026-01-21,치과보험가격,25416.6,5,2,0.4
2026-01-21,치과보험추천,11541.2,11,1,0.090909091
2026-01-21,치아교정보험,2957.9,11,2,0.181818182
2026-01-21,치아보험,230815.2,520,35,0.067307692
2026-01-21,치아보험가격,8430.4,53,3,0.056603774
2026-01-21,치아보험가입조건,4306.5,4,1,0.25
2026-01-21,치아보험비교,8627.3,10,1,0.1
2026-01-21,치아보험순위,34584,3,2,0.666666667
2026-01-21,치아보험임플란트,8611.9,14,3,0.214285714
2026-01-21,치아보험추천,70142.6,19,4,0.210526316
2026-01-21,치아보험크라운,9516.1,5,1,0.2
2026-01-21,현대해상암보험,35394.7,4,1,0.25
2026-01-21,혈액암치료비용,2195.6,3,1,0.333333333
2026-01-21,환급형암보험,5148,4,1,0.25
2026-01-22,20대임플란트보험,6469.1,2,1,0.5
2026-01-22,가입첫날부터보장되는암보험,17352.5,6,1,0.166666667
2026-01-22,간병보험,37226.2,259,5,0.019305019
2026-01-22,간병보험비교,6633,2,1,0.5
2026-01-22,간병보험비교사이트,9925.3,5,1,0.2
2026-01-22,간병보험추천,3062.4,9,2,0.222222222
2026-01-22,간병비,11035.2,85,3,0.035294118
2026-01-22,간병비보험,77819.5,438,14,0.03196347
2026-01-22,간병비보험가격,3687.2,7,1,0.142857143
2026-01-22,간병비보험추천,5249.2,59,2,0.033898305
2026-01-22,간병인보험,82462.6,214,14,0.065420561
2026-01-22,간병인보험가격,3622.3,26,1,0.038461538
2026-01-22,간병인보험가입조건,12463,5,2,0.4
2026-01-22,간병인보험필요한가,1767.7,80,2,0.025
2026-01-22,간병인비용,2450.8,39,1,0.025641026
2026-01-22,건강보험,4910.4,116,2,0.017241379
2026-01-22,계속받는암보험,37177.8,2,1,0.5
2026-01-22,노인장기요양보험,3821.4,88,1,0.011363636
2026-01-22,뇌혈관질환보험,2697.2,46,1,0.02173913
2026-01-22,라이나,27545.1,61,12,0.196721311
2026-01-22,라이나간병보험,7152.2,4,2,0.5
2026-01-22,라이나간병인보험,12905.2,10,2,0.2
2026-01-22,라이나다이렉트암보험,12157.2,1,1,1
2026-01-22,라이나더건강한치아보험,28125.9,32,14,0.4375
2026-01-22,라이나보험,21677.7,12,5,0.416666667
2026-01-22,라이나생,1326.6,2,1,0.5
2026-01-22,라이나생명,433460.5,537,163,0.303538175
2026-01-22,라이나생명간병인보험,3457.3,9,1,0.111111111
2026-01-22,라이나생명무배당the건강한치아보험,1823.8,5,1,0.2
2026-01-22,라이나생명보험,18993.7,24,9,0.375
2026-01-22,라이나생명보험홈페이지,8373.2,12,1,0.083333333
2026-01-22,라이나생명암,9224.6,3,1,0.333333333
2026-01-22,라이나생명암보험,27765.1,16,4,0.25
2026-01-22,라이나생명어린이치아보험,3846.7,13,1,0.076923077
2026-01-22,라이나생명첫날부터암보험,11743.6,18,3,0.166666667
2026-01-22,라이나생명치과,6899.2,14,3,0.214285714
2026-01-22,라이나생명치아보험,107692.2,55,19,0.345454545
2026-01-22,라이나생명치아보험료,966.9,15,1,0.066666667
2026-01-22,라이나손해보험,98467.6,129,34,0.263565891
2026-01-22,라이나수술비보험,16990.6,28,5,0.178571429
2026-01-22,라이나실비보험,9384.1,29,2,0.068965517
2026-01-22,라이나암보험,66559.9,19,9,0.473684211
2026-01-22,라이나첫날부터암보험,40810,12,6,0.5
2026-01-22,라이나치과,1518,2,1,0.5
2026-01-22,라이나치과보험,10996.7,12,3,0.25
2026-01-22,라이나치아,16292.1,3,3,1
2026-01-22,라이나치아보험,323004,135,49,0.362962963
2026-01-22,라이나치아보험조회,4778.4,2,1,0.5
2026-01-22,라이나퍼펙트케어암보험,18525.1,23,4,0.173913043
2026-01-22,메디컬보험,14192.2,110,4,0.036363636
2026-01-22,무배당the간편한건강보험,740.3,4,1,0.25
2026-01-22,무배당the건강한치아보험v,9416,22,3,0.136363636
2026-01-22,무배당the건강한치아보험갱신형,2359.5,1,1,1
2026-01-22,무배당더건강한치아보험,6217.2,1,1,1
2026-01-22,백내장수술보험,6465.8,16,1,0.0625
2026-01-22,보험,786503.3,4257,42,0.009866103
2026-01-22,보험가입,162306.1,40,2,0.05
2026-01-22,보험확인,22544.5,5,1,0.2
2026-01-22,상해보험비교,11389.4,11,1,0.090909091
2026-01-22,수술보험,680.9,101,1,0.00990099
2026-01-22,수술비보험,369.6,45,1,0.022222222
2026-01-22,수술비보험비교,4451.7,9,1,0.111111111
2026-01-22,실버보험,1320,42,1,0.023809524
2026-01-22,실비,17682.5,61,1,0.016393443
2026-01-22,실비보험,107985.9,623,8,0.012841091
2026-01-22,실손보험,17174.3,75,1,0.013333333
2026-01-22,심뇌혈관보험,5174.4,2,1,0.5
2026-01-22,심장질환보험,1996.5,8,1,0.125
2026-01-22,암보험,422488,1096,24,0.02189781
2026-01-22,암보험가입,11014.3,10,1,0.1
2026-01-22,암보험가입상담,57475,2,1,0.5
2026-01-22,암보험비교,31318.1,13,1,0.076923077
2026-01-22,암보험순위,10363.1,5,1,0.2
2026-01-22,암보험추천,8307.2,99,2,0.02020202
2026-01-22,암진단금,7980.5,10,1,0.1
2026-01-22,암진단비보험,15947.8,16,1,0.0625
2026-01-22,암치료비,1855.7,28,1,0.035714286
2026-01-22,암치료비보험,31562.3,37,2,0.054054054
2026-01-22,어린이치아교정보험,12064.8,78,3,0.038461538
2026-01-22,어린이치아보험추천,2770.9,4,1,0.25
2026-01-22,여성보험,55740.3,18,2,0.111111111
2026-01-22,요양보험,5991.7,137,2,0.01459854
2026-01-22,용종보험,1355.2,19,1,0.052631579
2026-01-22,유병자보험추천,104651.8,129,3,0.023255814
2026-01-22,유병자암보험,13954.6,5,2,0.4
2026-01-22,인터넷암보험,20565.6,3,1,0.333333333
2026-01-22,임플란트보험,7393.1,116,1,0.00862069
2026-01-22,입원비보험,34049.4,93,4,0.043010753
2026-01-22,중입자치료건강보험,3645.4,4,1,0.25
2026-01-22,질병보험,2171.4,186,2,0.010752688
2026-01-22,질병보험종류,2119.7,2,1,0.5
2026-01-22,질병수술보험,1853.5,16,1,0.0625
2026-01-22,첫날부터암보험,38743.1,17,4,0.235294118
2026-01-22,치과보험,91939.1,217,9,0.041474654
2026-01-22,치아보험,122192.4,466,13,0.027896996
2026-01-22,치아보험가격,4182.2,61,1,0.016393443
2026-01-22,치아보험비교,14195.5,15,1,0.066666667
2026-01-22,치아보험조회,16206.3,3,1,0.333333333
2026-01-22,치아보험추천,89658.8,32,6,0.1875
2026-01-22,치아보험크라운,6157.8,1,1,1
2026-01-23,80대보험,5351.5,7,1,0.142857143
2026-01-23,80세보험가입,2908.4,32,2,0.0625
2026-01-23,KB암보험,425.7,16,2,0.125
2026-01-23,간병보험,46741.2,1061,8,0.007540057
2026-01-23,간병비보험,88894.3,377,14,0.037135279
2026-01-23,간병비보험가격,9995.7,31,2,0.064516129
2026-01-23,간병비보험비교,19746.1,8,1,0.125
2026-01-23,간병인보험,77455.4,182,10,0.054945055
2026-01-23,간병인보험가격,24310,41,5,0.12195122
2026-01-23,간편보험,6204,11,1,0.090909091
2026-01-23,건강보험,7926.6,97,3,0.030927835
2026-01-23,건강보험료계산,5638.6,56,2,0.035714286
2026-01-23,고지혈증보험,8670.2,4,1,0.25
2026-01-23,노인보험,7230.3,5,1,0.2
2026-01-23,노인장기요양보험,1254,83,1,0.012048193
2026-01-23,라이나,14313.2,46,6,0.130434783
2026-01-23,라이나간병인보험,36631.1,21,7,0.333333333
2026-01-23,라이나더건강한치아보험,36779.6,30,7,0.233333333
2026-01-23,라이나보험,5725.5,10,2,0.2
2026-01-23,라이나생명,269601.2,449,116,0.258351893
2026-01-23,라이나생명간병인보험,6670.4,20,1,0.05
2026-01-23,라이나생명보험,42193.8,20,12,0.6
2026-01-23,라이나생명보험홈페이지,7195.1,12,1,0.083333333
2026-01-23,라이나생명암보험,6877.2,8,1,0.125
2026-01-23,라이나생명어린이치아보험,16485.7,10,4,0.4
2026-01-23,라이나생명첫날부터암보험,422.4,4,1,0.25
2026-01-23,라이나생명치과보험,5959.8,4,1,0.25
2026-01-23,라이나생명치아보험,66460.9,47,10,0.212765957
2026-01-23,라이나손해보험,53581,146,19,0.130136986
2026-01-23,라이나수술비보험,30919.9,79,9,0.113924051
2026-01-23,라이나암,22405.9,22,5,0.227272727
2026-01-23,라이나암보험,12455.3,8,2,0.25
2026-01-23,라이나첫날부터암보험,2370.5,6,1,0.166666667
2026-01-23,라이나치과보험,102975.4,26,14,0.538461538
2026-01-23,라이나치아보험,137310.8,116,22,0.189655172
2026-01-23,라이나치아보험보장,4981.9,1,1,1
2026-01-23,라이나치아보험조회,990,2,1,0.5
2026-01-23,메디컬보험,10445.6,126,4,0.031746032
2026-01-23,무배당the건강한치아보험,14037.1,5,2,0.4
2026-01-23,무배당the건강한치아보험v,16434,19,3,0.157894737
2026-01-23,보험,2039295.5,19405,187,0.009636692
2026-01-23,보험가입,31684.4,60,1,0.016666667
2026-01-23,보험상담,112156,39,1,0.025641026
2026-01-23,비갱신형보험,15747.6,14,1,0.071428571
2026-01-23,수술보험,6439.4,61,3,0.049180328
2026-01-23,실비보험,189703.8,696,11,0.015804598
2026-01-23,실손보험,67549.9,134,2,0.014925373
2026-01-23,심혈관질환보험,20988,10,2,0.2
2026-01-23,암보장,20968.2,33,3,0.090909091
2026-01-23,암보험,201725.7,540,11,0.02037037
2026-01-23,암보험비교,20480.9,3,1,0.333333333
2026-01-23,암보험상담,133072.5,2,1,0.5
2026-01-23,암보험상품,9198.2,38,1,0.026315789
2026-01-23,암보험추천,161587.8,59,4,0.06779661
2026-01-23,암보험평균가격,23206.7,2,2,1
2026-01-23,암진단보험,17179.8,1,1,1
